,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
sample1711,8336,28,1344,14160,108,8192,6,9,5,6,1032,262144,samples/cleanfiles/DDOIProxy.dll,1
sample1712,4416,28,320,47568,133,4096,6,9,4,6,1664,262144,samples/cleanfiles/d3dxof.dll,1
sample1713,209596,56,320,5260,5409,4096,6,9,4,6,1032,262144,samples/cleanfiles/FXSAPI.dll,1
sample1714,5392,28,320,151776,108,4096,6,9,4,6,35440,262144,samples/cleanfiles/sppcomapi.dll,1
sample1715,4944,28,320,151568,166,4096,6,9,4,6,23352,262144,samples/cleanfiles/rdpencom.dll,1
sample1716,4512,28,33088,0,0,4096,6,9,4,6,1304,262144,samples/cleanfiles/VaultSysUi.exe,1
sample1717,6704,28,1344,6624,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDUZB.DLL,1
sample1718,197392,56,320,191436,165,4096,21315,9,4,6,5352,262144,samples/cleanfiles/msnetobj.dll,1
sample1719,203968,56,33088,0,0,4096,6,9,5,6,34472,262144,samples/cleanfiles/conhost.exe,1
sample172,4416,28,320,33216,164,4096,6,9,4,6,1280,262144,samples/cleanfiles/rtffilt.dll,1
sample1720,7808,28,1344,7728,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDAL.DLL,1
sample1721,43032,56,320,12864,99,4096,6,9,4,6,2160,262144,samples/cleanfiles/hidserv.dll,1
sample1722,9776,28,1344,9648,114,0,6,9,3,6,1080,262144,samples/cleanfiles/kbdnecat.dll,1
sample1723,610128,56,320,604080,167,4096,21315,9,6,6,5240,262144,samples/cleanfiles/MSMPEG2ENC.DLL,1
sample1724,4560,28,33088,0,0,4096,6,9,4,6,2104,262144,samples/cleanfiles/whoami.exe,1
sample1725,4288,28,320,12768,90,4096,6,9,4,6,1072,262144,samples/cleanfiles/wwaninst.dll,1
sample1726,4608,28,33088,0,0,4096,6,9,4,6,106280,262144,samples/cleanfiles/BdeHdCfg.exe,1
sample1727,4416,28,320,26240,116,4096,6,9,4,6,274464,262144,samples/cleanfiles/SrpUxNativeSnapIn.dll,1
sample1728,7520,28,1344,7440,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDSP.DLL,1
sample1729,4528,28,33088,0,0,4096,6,9,4,6,8216,262144,samples/cleanfiles/upnpcont.exe,1
sample173,7648,28,1344,7568,80,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDNSO.DLL,1
sample1730,4544,28,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/lodctr.exe,1
sample1731,4368,28,320,23376,812,4096,6,9,4,6,1032,262144,samples/cleanfiles/cmpbk32.dll,1
sample1732,6704,28,1344,6624,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDBLR.DLL,1
sample1733,1021696,28,0,142768,20766,4096,0,5,5,4,199748,1048576,samples/cleanfiles/msvbvm60.dll,1
sample1734,809396,56,320,741824,43441,4096,6,9,4,6,1320,262144,samples/cleanfiles/kernel32.dll,1
sample1735,56492,56,320,4452,81,4096,0,8,4,4,1188,1048576,samples/cleanfiles/mswstr10.dll,1
sample1736,4448,28,320,1021024,250,1041712,6,10,6,6,1024,262144,samples/cleanfiles/XpsPrint.dll,1
sample1737,4368,28,320,72592,72,4096,6,9,4,6,3808,262144,samples/cleanfiles/iccvid.dll,1
sample1738,13288,56,1344,4344,1513,4096,6,9,4,6,8480,262144,samples/cleanfiles/ktmw32.dll,1
sample1739,4816,28,33088,0,0,4096,6,9,4,6,33480,262144,samples/cleanfiles/wiaacmgr.exe,1
sample174,6432,28,320,259584,194,4096,6,9,5,6,386336,262144,samples/cleanfiles/AuxiliaryDisplayCpl.dll,1
sample1740,4368,28,1344,23232,72,4096,6,9,4,6,1296,262144,samples/cleanfiles/mciseq.dll,1
sample1741,0,0,1344,0,0,0,6,9,1,6,38680,262144,samples/cleanfiles/ACCTRES.dll,1
sample1742,4928,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/rdpinit.exe,1
sample1743,4528,28,33088,0,0,4096,6,9,4,6,2064,262144,samples/cleanfiles/dplaysvr.exe,1
sample1744,4352,28,1344,19824,163,4096,6,9,4,6,992,262144,samples/cleanfiles/encapi.dll,1
sample1745,4576,28,320,47920,163,4096,1,9,4,6,6248,262144,samples/cleanfiles/iasads.dll,1
sample1746,4544,28,320,33744,173,4096,6,9,4,6,1328,262144,samples/cleanfiles/cmcfg32.dll,1
sample1747,4624,28,320,100592,81,4096,6,9,4,6,1088,262144,samples/cleanfiles/VmdCoinstall.dll,1
sample1748,23164,56,320,4468,851,4096,6,9,4,6,716576,262144,samples/cleanfiles/batmeter.dll,1
sample1749,1050576,56,320,1043424,74,4096,21315,9,4,6,1000,262144,samples/cleanfiles/pidgenx.dll,1
sample175,0,0,1344,0,0,0,6,9,1,6,1781408,262144,samples/cleanfiles/NlsLexicons0039.dll,1
sample1750,18748,56,32832,0,0,4096,6,9,4,6,26464,262144,samples/cleanfiles/rundll32.exe,1
sample1751,287436,56,320,115872,187,4096,6,9,4,6,19808,262144,samples/cleanfiles/QAGENTRT.DLL,1
sample1752,8432,28,320,13984,199,8192,6,9,5,6,1336,262144,samples/cleanfiles/BWUnpairElevated.dll,1
sample1753,109484,56,320,106324,1388,4096,6,9,4,6,1280,262144,samples/cleanfiles/glu32.dll,1
sample1754,181116,56,320,5388,252,4096,6,9,4,6,11840,262144,samples/cleanfiles/apss.dll,1
sample1755,4496,28,320,39104,87,4096,6,9,4,6,1016,262144,samples/cleanfiles/efslsaext.dll,1
sample1757,4688,28,320,173456,114,4096,6,9,4,6,7464,262144,samples/cleanfiles/AppIdPolicyEngineApi.dll,1
sample1758,4480,28,320,47664,626,4096,6,9,4,6,1040,262144,samples/cleanfiles/eappprxy.dll,1
sample1759,4496,28,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/chgport.exe,1
sample176,4096,28,1344,4272,951,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-sysinfo-l1-1-0.dll,1
sample1760,20368,56,1344,4500,6226,4096,6,9,4,6,1048,262144,samples/cleanfiles/secur32.dll,1
sample1761,5232,28,320,115936,1298,4096,6,9,4,6,268232,262144,samples/cleanfiles/dsquery.dll,1
sample1762,4608,28,320,72000,133,4096,6,9,4,6,597728,262144,samples/cleanfiles/wwanmm.dll,1
sample1763,4096,28,1344,4272,474,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-interlocked-l1-1-0.dll,1
sample1764,5120,28,448,99968,1411,4096,6,9,4,6,1072,262144,samples/cleanfiles/fveapibase.dll,1
sample1765,4624,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/shutdown.exe,1
sample1766,70932,56,320,5688,335,4096,6,9,4,6,6768,262144,samples/cleanfiles/wshext.dll,1
sample1767,4176,28,320,113232,1745,135580,10,11,5,6,8880,1048576,samples/cleanfiles/atl110.dll,1
sample1768,115204,56,320,109876,185,4096,6,9,4,6,3664,262144,samples/cleanfiles/sdrsvc.dll,1
sample1769,4448,28,320,43344,181,4096,6,9,4,6,1008,262144,samples/cleanfiles/WavDest.dll,1
sample177,4464,28,320,22576,164,4096,6,9,4,6,1408,262144,samples/cleanfiles/brdgcfg.dll,1
sample1770,6736,28,1344,6640,81,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDDIV2.DLL,1
sample1771,6912,28,1344,6800,112,0,6,9,3,6,1032,262144,samples/cleanfiles/kbd103.dll,1
sample1772,4800,28,33088,0,0,4096,6,9,4,6,484328,262144,samples/cleanfiles/DisplaySwitch.exe,1
sample1773,4880,28,320,62064,235,4096,6,9,4,6,1304,262144,samples/cleanfiles/avicap32.dll,1
sample1774,4496,28,320,118592,172,4096,6,9,4,6,1312,262144,samples/cleanfiles/aaclient.dll,1
sample1775,4176,28,1024,16384,250,4096,6,9,6,6,1008,262144,samples/cleanfiles/kdcom.dll,1
sample1776,4288,28,320,8704,60,4096,6,9,4,6,1048,262144,samples/cleanfiles/oleacchooks.dll,1
sample1777,4512,28,33088,0,0,4096,6,9,4,6,73760,262144,samples/cleanfiles/LocationNotifications.exe,1
sample1778,4432,28,33088,0,0,4096,6,9,4,6,1992,262144,samples/cleanfiles/snmptrap.exe,1
sample1779,4704,28,320,331488,115,4096,0,8,4,4,912,1048576,samples/cleanfiles/mspbde40.dll,1
sample178,4368,28,320,14080,107,4096,6,9,4,6,1056,262144,samples/cleanfiles/shpafact.dll,1
sample1780,4128,28,32832,0,0,12288,6,11,5,6,4800,1048576,samples/cleanfiles/mshta.exe,1
sample1781,4800,28,320,123824,160,4096,6,9,4,6,17432,262144,samples/cleanfiles/cic.dll,1
sample1782,4672,28,320,43024,169,4096,1,9,5,6,4568,262144,samples/cleanfiles/iasdatastore.dll,1
sample1783,4752,28,33088,0,0,4096,6,9,4,6,2160,262144,samples/cleanfiles/rrinstaller.exe,1
sample1784,5120,28,320,59120,313,4096,6,9,4,6,1064,262144,samples/cleanfiles/bderepair.dll,1
sample1785,4336,28,320,16032,107,4096,6,9,4,6,2200,262144,samples/cleanfiles/dataclen.dll,1
sample1787,4816,28,320,99936,166,4096,6,9,4,6,18376,262144,samples/cleanfiles/softkbd.dll,1
sample1788,8400,28,320,13728,165,8192,6,9,5,6,992,262144,samples/cleanfiles/wsmplpxy.dll,1
sample1789,0,0,1344,0,0,0,6,9,1,6,64920,262144,samples/cleanfiles/sberes.dll,1
sample179,4464,28,33088,0,0,4096,6,9,4,6,2048,262144,samples/cleanfiles/logoff.exe,1
sample1791,5136,28,33088,0,0,4096,6,9,4,6,29616,262144,samples/cleanfiles/wsqmcons.exe,1
sample1792,180544,56,320,11132,2394,188416,6,11,5,6,1240,262144,samples/cleanfiles/msls31.dll,1
sample1793,4192,56,320,628048,15178,680708,10,11,6,6,1024,1048576,samples/cleanfiles/vccorlib110d.dll,1
sample1794,355100,56,320,8700,747,4096,6,9,4,6,109512,262144,samples/cleanfiles/comdlg32.dll,1
sample1795,4544,28,320,46304,104,4096,6,9,4,6,2824,262144,samples/cleanfiles/WWanHC.dll,1
sample1796,4640,28,33088,0,0,4096,6,9,4,6,73520,262144,samples/cleanfiles/MdSched.exe,1
sample1797,4192,28,1344,5984,2079,4096,6,9,4,6,1328,262144,samples/cleanfiles/RpcNs4.dll,1
sample1799,4288,28,33088,0,0,4096,6,9,4,6,1000,262144,samples/cleanfiles/dllhst3g.exe,1
sample18,4864,28,320,375312,1140,4096,6,9,4,6,13640,262144,samples/cleanfiles/wimgapi.dll,1
sample180,4816,28,320,298512,115,4096,0,8,4,4,904,1048576,samples/cleanfiles/msexcl40.dll,1
sample1800,4416,28,320,475088,1327,4096,6,10,4,6,1744,262144,samples/cleanfiles/SqlServerSpatial110.dll,1
sample1801,5136,28,320,132400,12984,4096,6,9,4,6,1336,262144,samples/cleanfiles/vdsutil.dll,1
sample1802,4352,28,320,20784,192,4096,6,9,4,6,1032,262144,samples/cleanfiles/wsdchngr.dll,1
sample1803,4640,28,320,143888,936,4096,6,9,4,6,118056,262144,samples/cleanfiles/verifier.dll,1
sample1804,4800,28,33088,0,0,4096,6,9,4,6,2024,262144,samples/cleanfiles/fsutil.exe,1
sample1805,8256,28,1024,0,0,8192,6,9,7,6,1056,262144,samples/cleanfiles/mcupdate_AuthenticAMD.dll,1
sample1806,4960,28,33088,0,0,4096,6,9,4,6,2696,262144,samples/cleanfiles/DWWIN.EXE,1
sample1807,6704,28,1344,6624,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDTH0.DLL,1
sample1808,84588,56,320,9356,1118,4096,6,9,4,6,69560,262144,samples/cleanfiles/credui.dll,1
sample1809,4384,28,33088,0,0,4096,6,9,4,6,68488,262144,samples/cleanfiles/eventvwr.exe,1
sample181,70292,56,320,11816,165,4096,6,9,4,6,1128,262144,samples/cleanfiles/Mpeg2Data.ax,1
sample1810,4096,28,320,116080,53,217648,6,10,5,6,129280,262144,samples/cleanfiles/vfbasics.dll,1
sample1811,5056,28,320,160208,168,4096,6,9,5,6,53928,262144,samples/cleanfiles/LocationApi.dll,1
sample1812,4432,28,33088,0,0,4096,6,9,4,6,1856,262144,samples/cleanfiles/mpnotify.exe,1
sample1813,0,0,1344,0,0,0,6,9,1,6,5070856,262144,samples/cleanfiles/NlsModels0011.dll,1
sample1814,4768,28,33088,0,0,4096,6,9,5,6,1776,262144,samples/cleanfiles/mcbuilder.exe,1
sample1815,6912,28,1344,6816,82,0,6,9,3,6,1080,262144,samples/cleanfiles/KBDBGPH1.DLL,1
sample1816,4736,28,320,87808,125,4096,6,9,4,6,99688,262144,samples/cleanfiles/wwanconn.dll,1
sample1817,4496,28,320,35728,171,4096,6,9,4,6,6448,262144,samples/cleanfiles/MsRdpWebAccess.dll,1
sample1818,4448,28,33088,0,0,4096,6,9,4,6,2088,262144,samples/cleanfiles/ReAgentc.exe,1
sample1819,205392,28,448,983184,16832,204800,500,10,5,4,984,1048576,samples/cleanfiles/VBoxMRXNP.dll,1
sample182,6464,28,33088,0,0,4096,8,8,4,5,2100,1048576,samples/cleanfiles/icardagt.exe,1
sample1820,4720,28,320,41408,110,4096,6,9,4,6,4888,262144,samples/cleanfiles/appinfo.dll,1
sample1821,4528,28,320,31328,312,4096,6,9,5,6,2216,262144,samples/cleanfiles/cmlua.dll,1
sample1822,4160,28,320,168000,165,184320,6,11,5,6,2688,262144,samples/cleanfiles/elshyph.dll,1
sample1823,4336,28,320,12640,414,4096,6,9,4,6,2568,262144,samples/cleanfiles/syssetup.dll,1
sample1824,5056,28,320,185248,106,4096,6,9,4,6,1320,262144,samples/cleanfiles/vaultsvc.dll,1
sample1825,4464,28,320,52320,164,4096,6,9,4,6,1336,262144,samples/cleanfiles/Syncreg.dll,1
sample1826,7824,28,1344,7744,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDCZ1.DLL,1
sample1827,9668,56,320,5880,215,4096,6,9,4,6,1304,262144,samples/cleanfiles/sscore.dll,1
sample1828,4400,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/fltMC.exe,1
sample1829,6976,28,1344,6896,80,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDUR1.DLL,1
sample183,4672,28,320,186544,307,4096,6,9,4,6,1056,262144,samples/cleanfiles/FXST30.dll,1
sample1830,121380,56,320,29520,70,4096,6,9,4,6,13832,262144,samples/cleanfiles/dps.dll,1
sample1831,137604,56,320,135096,164,4096,6,9,4,6,3880,262144,samples/cleanfiles/wmvdspa.dll,1
sample1832,1240588,56,320,364328,4310,4096,0,8,4,4,912,1048576,samples/cleanfiles/msjet40.dll,1
sample1833,4208,28,320,16176,155,4096,6,9,4,6,984,262144,samples/cleanfiles/idndl.dll,1
sample1834,4368,28,320,15200,88,4096,6,9,4,6,4288,262144,samples/cleanfiles/inetppui.dll,1
sample1835,5152,28,320,133584,111,4096,6,9,4,6,340888,262144,samples/cleanfiles/DeviceCenter.dll,1
sample1836,4656,28,320,79264,165,4096,6,9,4,6,5816,262144,samples/cleanfiles/mcsrchPH.dll,1
sample1837,4448,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/shadow.exe,1
sample1838,4800,28,320,74144,73,4096,6,9,4,6,1272,262144,samples/cleanfiles/bdesvc.dll,1
sample1839,6896,28,1344,6800,82,0,6,9,3,6,1048,262144,samples/cleanfiles/kbdgeoqw.dll,1
sample184,0,0,1344,0,0,0,6,9,1,6,1328,262144,samples/cleanfiles/msorc32r.dll,1
sample1840,0,0,1344,0,0,0,6,9,1,6,6014416,262144,samples/cleanfiles/NlsLexicons001a.dll,1
sample1841,4592,28,320,58544,164,4096,6,9,4,6,5216,262144,samples/cleanfiles/devenum.dll,1
sample1842,4240,28,320,54320,113,4096,6,9,4,6,1032,262144,samples/cleanfiles/SortWindows6Compat.dll,1
sample1843,4704,28,320,139472,162,4096,6,9,4,6,690760,262144,samples/cleanfiles/RASMM.dll,1
sample1844,4592,28,320,132176,80,4096,6,9,5,6,1016,262144,samples/cleanfiles/msdadiag.dll,1
sample1845,125780,56,320,7516,220,4096,6,9,4,6,32328,262144,samples/cleanfiles/scrrun.dll,1
sample1846,42536,56,320,5124,1031,4096,6,9,4,6,1040,262144,samples/cleanfiles/devrtl.dll,1
sample1847,4352,28,320,24144,105,4096,6,9,4,6,3968,262144,samples/cleanfiles/wsepno.dll,1
sample1848,4576,28,33088,0,0,4096,6,9,4,6,2088,262144,samples/cleanfiles/setspn.exe,1
sample1849,4800,28,320,1054384,126,4096,6,9,4,6,1056,262144,samples/cleanfiles/OpcServices.dll,1
sample185,4096,28,1344,4128,58351,0,6,9,2,6,1056,262144,samples/cleanfiles/msvcrt40.dll,1
sample1850,40716,56,320,4316,573,4096,6,9,4,6,1016,262144,samples/cleanfiles/sfc_os.dll,1
sample1851,127064,56,320,110616,197,4096,6,9,4,6,504792,262144,samples/cleanfiles/VAN.dll,1
sample1852,449008,56,320,4856,178,4096,6,9,5,6,62688,262144,samples/cleanfiles/PortableDeviceApi.dll,1
sample1853,4528,28,320,3093696,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0046.dll,1
sample1854,4256,28,320,13440,73,4096,6,9,4,6,1304,262144,samples/cleanfiles/msrle32.dll,1
sample1855,726992,56,320,720480,189,4096,21315,9,7,6,1784,262144,samples/cleanfiles/WMADMOD.DLL,1
sample1856,0,0,1344,0,0,0,6,9,1,6,1280,262144,samples/cleanfiles/neth.dll,1
sample1857,4528,28,33088,0,0,4096,6,9,4,6,1776,262144,samples/cleanfiles/convert.exe,1
sample1858,365072,56,320,356324,863,4096,21315,9,4,6,1112,262144,samples/cleanfiles/secproc.dll,1
sample1859,5088,28,33088,0,0,4096,6,9,4,6,2936,262144,samples/cleanfiles/logagent.exe,1
sample186,4720,28,320,87248,162,4096,6,9,4,6,4016,262144,samples/cleanfiles/nlahc.dll,1
sample1860,5040,28,320,169952,165,4096,6,9,4,6,4120,262144,samples/cleanfiles/tcpipcfg.dll,1
sample1861,4288,28,33088,0,0,4096,6,9,4,6,96920,262144,samples/cleanfiles/resmon.exe,1
sample1862,485280,56,320,475892,163,4096,21315,9,4,6,16224,262144,samples/cleanfiles/EncDec.dll,1
sample1863,0,0,1344,0,0,0,6,9,1,6,6224104,262144,samples/cleanfiles/NlsLexicons0027.dll,1
sample1864,4992,28,320,138432,3034,4096,6,9,4,6,12912,262144,samples/cleanfiles/WmpDui.dll,1
sample1865,4096,28,1344,4192,332,0,6,10,3,6,1016,262144,samples/cleanfiles/api-ms-win-downlevel-shell32-l1-1-0.dll,1
sample1866,4528,28,320,1792048,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData002a.dll,1
sample1867,0,0,0,101376,287,86016,0,5,5,4,1088,1048576,samples/cleanfiles/ir50_qc.dll,1
sample1868,104424,56,320,31472,68,4096,6,9,4,6,8544,262144,samples/cleanfiles/umpo.dll,1
sample1869,537104,56,33088,0,0,4096,21315,9,4,6,2240,262144,samples/cleanfiles/RMActivate_isv.exe,1
sample187,4832,28,320,201392,164,4096,6,9,4,6,2072,262144,samples/cleanfiles/dxdiagn.dll,1
sample1870,4336,28,320,29504,701,4096,6,9,5,6,992,262144,samples/cleanfiles/odbcbcp.dll,1
sample1871,20848,56,320,5268,1431,4096,6,9,4,6,1264,262144,samples/cleanfiles/hid.dll,1
sample1872,4128,28,33088,0,0,69632,6,11,5,6,88016,262144,samples/cleanfiles/iexpress.exe,1
sample1873,377668,56,320,369576,183,4096,21315,9,4,6,1248,262144,samples/cleanfiles/drmmgrtn.dll,1
sample1874,158868,56,320,5648,5925,4096,6,9,4,6,42064,262144,samples/cleanfiles/ws2_32.dll,1
sample1875,4144,28,320,1931616,1451,1958480,6,10,5,6,1040,262144,samples/cleanfiles/d3d10warp.dll,1
sample1876,4256,28,320,11040,109,4096,6,9,4,6,1080,262144,samples/cleanfiles/TSErrRedir.dll,1
sample1877,4272,28,320,10672,364,4096,6,9,4,6,1032,262144,samples/cleanfiles/wshirda.dll,1
sample1878,5040,28,320,128704,107,4096,6,9,4,6,60944,262144,samples/cleanfiles/dskquoui.dll,1
sample1879,4240,28,320,9312,176,4096,6,9,4,6,1056,262144,samples/cleanfiles/msmmsp.dll,1
sample1880,7328,28,1344,7248,80,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDUSX.DLL,1
sample1881,4224,28,320,7664,266,4096,6,9,4,6,1304,262144,samples/cleanfiles/acledit.dll,1
sample1882,5216,28,320,124640,164,4096,6,9,4,6,464264,262144,samples/cleanfiles/usercpl.dll,1
sample1883,5088,28,33088,0,0,4096,6,9,4,6,3920,262144,samples/cleanfiles/printfilterpipelinesvc.exe,1
sample1884,573440,56,0,736224,23763,800832,4,3,6,4,40604,1048576,samples/cleanfiles/mfc40u.dll,1
sample1885,4288,28,33088,0,0,4096,6,9,4,6,2680,262144,samples/cleanfiles/regedt32.exe,1
sample1886,4736,28,320,165472,146,4096,6,9,4,6,11432,262144,samples/cleanfiles/ListSvc.dll,1
sample1887,4320,28,320,14464,105,4096,6,9,4,6,2000,262144,samples/cleanfiles/wpcmig.dll,1
sample1888,6704,28,1344,6624,80,0,6,9,3,6,1064,262144,samples/cleanfiles/KBDTH3.DLL,1
sample1889,36884,56,320,5252,1161,4096,6,9,4,6,1008,262144,samples/cleanfiles/rtutils.dll,1
sample189,328752,28,33216,1126432,22244,327680,500,10,5,4,193560,1048576,samples/cleanfiles/VBoxTray.exe,1
sample1890,651768,56,320,104588,446,4096,6,9,4,6,271752,262144,samples/cleanfiles/sysmain.dll,1
sample1891,4992,28,320,360000,2639,4096,6,9,4,6,21072,262144,samples/cleanfiles/p2pcollab.dll,1
sample1892,4736,28,320,86528,1703,4096,6,9,4,6,77640,262144,samples/cleanfiles/puiapi.dll,1
sample1893,4896,28,0,180224,3940,4096,6,9,12,6,1048,262144,samples/cleanfiles/halmacpi.dll,1
sample1894,4096,28,1344,4256,271,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-errorhandling-l1-1-0.dll,1
sample1895,401952,28,448,448496,17293,401408,500,10,5,4,1064,1048576,samples/cleanfiles/VBoxOGLarrayspu.dll,1
sample1896,46636,56,33088,0,0,4096,6,9,4,6,127328,262144,samples/cleanfiles/notepad.exe,1
sample1897,5680,56,1344,4096,1584,0,6,9,2,6,1048,262144,samples/cleanfiles/ws2help.dll,1
sample1898,4432,28,320,41008,129,4096,6,9,4,6,1080,262144,samples/cleanfiles/drttransport.dll,1
sample1899,118748,28,34112,0,0,8192,0,8,3,4,1064,1048576,samples/cleanfiles/AuthFWWizFwk.dll,1
sample19,4320,28,16704,39456,197,53248,6,11,6,6,1040,262144,samples/cleanfiles/ieetwproxystub.dll,1
sample190,4544,28,33088,0,0,4096,6,9,4,6,1840,262144,samples/cleanfiles/appidpolicyconverter.exe,1
sample1900,0,0,1344,0,0,0,6,9,1,6,1792968,262144,samples/cleanfiles/NlsLexicons0045.dll,1
sample1901,442704,56,320,5164,3325,4096,6,9,4,6,88240,262144,samples/cleanfiles/UIAutomationCore.dll,1
sample1902,4384,28,33088,0,0,4096,6,9,4,6,62384,262144,samples/cleanfiles/odbcad32.exe,1
sample1903,4528,28,320,4475040,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData001d.dll,1
sample1904,5984,28,320,180144,261,4096,6,9,5,6,2004464,262144,samples/cleanfiles/SensorsCpl.dll,1
sample1905,71108,56,320,14644,165,4096,6,9,4,6,1096,262144,samples/cleanfiles/bdaplgin.ax,1
sample1906,4256,28,320,10208,155,4096,6,9,4,6,1304,262144,samples/cleanfiles/usbperf.dll,1
sample1907,4464,28,320,38336,193,4096,6,9,4,6,5856,262144,samples/cleanfiles/sdiagschd.dll,1
sample1908,4544,28,320,40576,226,4096,6,9,4,6,4264,262144,samples/cleanfiles/dot3dlg.dll,1
sample1909,4400,28,320,37296,148,4096,8,9,4,5,1112,1048576,samples/cleanfiles/netfxperf.dll,1
sample191,7408,28,1344,7328,79,0,6,9,3,6,1008,262144,samples/cleanfiles/KBDNE.DLL,1
sample1910,7488,28,1344,7408,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDBE.DLL,1
sample1911,4624,28,320,124064,163,4096,6,9,4,6,1272,262144,samples/cleanfiles/nlhtml.dll,1
sample1912,4544,28,320,31888,225,4096,6,9,4,6,9896,262144,samples/cleanfiles/pstorec.dll,1
sample1913,6912,28,1344,6832,80,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDGAE.DLL,1
sample1914,4688,28,320,56576,177,4096,6,9,4,6,368392,262144,samples/cleanfiles/PortableDeviceStatus.dll,1
sample1915,57824,56,320,4772,2158,4096,6,9,4,6,1296,262144,samples/cleanfiles/dhcpcsvc.dll,1
sample1916,4320,28,33088,0,0,4096,6,9,4,6,82104,262144,samples/cleanfiles/NetProj.exe,1
sample1917,78296,56,320,11992,1114,4096,6,9,4,6,1784,262144,samples/cleanfiles/wlanhlp.dll,1
sample1919,5328,28,320,335968,305,4096,6,9,4,6,50296,262144,samples/cleanfiles/srcore.dll,1
sample192,7424,28,1344,7344,79,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDSF.DLL,1
sample1920,4304,28,320,28944,74,4096,6,9,4,6,1328,262144,samples/cleanfiles/msvidc32.dll,1
sample1921,0,0,1344,0,0,0,6,9,1,6,6345696,262144,samples/cleanfiles/NlsLexicons001d.dll,1
sample1922,251220,56,320,8468,7008,4096,6,9,4,6,4592,262144,samples/cleanfiles/Wldap32.dll,1
sample1923,0,0,1344,0,0,0,6,9,1,6,59640,262144,samples/cleanfiles/msobjs.dll,1
sample1924,4512,28,320,58864,106,4096,6,9,4,6,1032,262144,samples/cleanfiles/aepic.dll,1
sample1925,221360,28,0,0,0,221184,6,9,6,6,1352,262144,samples/cleanfiles/atmfd.dll,1
sample1926,115732,56,320,4376,162,4096,6,9,5,6,1040,262144,samples/cleanfiles/wmpps.dll,1
sample1927,584072,56,16704,67316,164,606208,6,11,6,6,32368,262144,samples/cleanfiles/jscript.dll,1
sample1928,4368,28,320,158288,135,4096,6,9,4,6,1056,262144,samples/cleanfiles/ocsetapi.dll,1
sample1929,10051496,56,320,899412,184,4096,6,9,7,6,857848,262144,samples/cleanfiles/wmp.dll,1
sample193,4480,28,33088,0,0,4096,6,9,4,6,11280,262144,samples/cleanfiles/syskey.exe,1
sample1930,4544,28,320,48368,753,4096,6,9,4,6,1080,262144,samples/cleanfiles/CRPPresentation.dll,1
sample1931,4320,28,320,16400,930,4096,6,9,4,6,1056,262144,samples/cleanfiles/credssp.dll,1
sample1932,4400,28,320,37312,165,4096,6,9,4,6,1064,262144,samples/cleanfiles/dmloader.dll,1
